Highlight,Book Title,Book Author,Amazon Book ID,Note,Color,Tags,Location Type,Location
The best at dialogue refuse Fool’s Choices by setting up new choices. They present themselves with tougher questions—questions that turn the either/or choice into a search for the all-important and ever-elusive and.,"Crucial Conversations Tools for Talking When Stakes Are High, Second Edition (Business Books)","Kerry Patterson, Ron McMillan, Joseph Grenny, Al Switzler",B005K0AYH4,,yellow,,location,789
"close to 80 percent of the projects that require cross-functional cooperation cost far more than expected, produce less than hoped for, and run significantly over budget.","Crucial Conversations Tools for Talking When Stakes Are High, Second Edition (Business Books)","Kerry Patterson, Ron McMillan, Joseph Grenny, Al Switzler",B005K0AYH4,,yellow,,location,360
"Most leaders get it wrong. They think that organizational productivity and performance are simply about policies, processes, structures, or systems. So when their software product doesn’t ship on time, they benchmark others’ development processes. Or when productivity flags, they tweak their performance management system. When teams aren’t cooperating, they restructure. Our research shows that these types of nonhuman changes fail more often than they succeed.","Crucial Conversations Tools for Talking When Stakes Are High, Second Edition (Business Books)","Kerry Patterson, Ron McMillan, Joseph Grenny, Al Switzler",B005K0AYH4,,yellow,,location,380
practice doesn’t make perfect; perfect practice makes perfect. This means that first you have to know what to practice.,"Crucial Conversations Tools for Talking When Stakes Are High, Second Edition (Business Books)","Kerry Patterson, Ron McMillan, Joseph Grenny, Al Switzler",B005K0AYH4,,yellow,,location,280
"Sockets are computer networking data structures that embody the concept of the “communication endpoint,” described in the previous section. Networked applications must create sockets before any type of communication can commence. They can be likened to telephone jacks, without which, engaging in communication is impossible.",Core Python Applications Programming (Core Series),Wesley J Chun,B007GQB3DO,,yellow,,location,1659
"concurrent.futures.ThreadPoolExecutor is the thread pool size, and our application is looking for the rankings of three books. Of course, this is an I/O-bound application for which threads are more useful. For a CPU-bound application, we would use concurrent. futures.ProcessPoolExecutor, instead.",Core Python Applications Programming (Core Series),Wesley J Chun,B007GQB3DO,,yellow,,location,4873
"Another special character, \w, can be used to denote the entire alphanumeric character class, serving as a shortcut for A-Za-z0-9_, and \s can be used for whitespace characters.",Core Python Applications Programming (Core Series),Wesley J Chun,B007GQB3DO,,yellow,,location,660
"Peter Andrews of IBM Consulting (Andrews, 2004) says that for virtual teams, members must answer yes to three questions about each other for trust to form: 1.      Can you help me? 2.      Can I count on you? 3.      Will you do the job the right way? These questions are the pragmatic approach to trust – task oriented with no accounting of the human side of teams.",Be a Model Communicator: and Sell Your Models to Anyone,Peter Bonate,B00S39GI8I,,yellow,favorite,location,707
"So, even before you walk into a room to present your model, you are handicapped by years of math anxiety, modeling ignorance, and model skepticism. What’s a modeler to do? First, you need to understand that when you are presenting a model, it’s not just about the model. There are other dynamic forces at play in the evaluation and use of your model. There is your credibility as the presenter, your presentation skills, how you present the model, and lots of psychological factors at play, such as the interaction among the group members.",Be a Model Communicator: and Sell Your Models to Anyone,Peter Bonate,B00S39GI8I,,yellow,,location,499
"During a presentation you are part salesman, part expert witness. You are trying to sell the audience your models while at the same time having the credibility of an expert witness.",Be a Model Communicator: and Sell Your Models to Anyone,Peter Bonate,B00S39GI8I,,yellow,,location,622
"However much the press wanted to blame the model, the truth is that it wasn’t Li’s equation that caused the problem. Many of the managers who used the equation didn’t understand it, people got greedy, and misapplied it to situations where it didn’t apply. Li himself was very upfront about its limitations and said in 2005, in the Wall Street Journal, that “very few people understand the essence of the model.” One mathematician has likened the public reaction to the Li equation to saying that this is like blaming the destruction from a nuclear bomb on Einstein’s E=mc2 equation",Be a Model Communicator: and Sell Your Models to Anyone,Peter Bonate,B00S39GI8I,,yellow,,location,437
"Multidisciplinary teams, on the other hand, have a greater breadth of knowledge, not necessarily modeling knowledge, and tend to be more innovative than disciplinary teams. However they may be hampered by conceptual differences between disciplines and difficulties in communication since they all speak different disciplinary languages, which, as a consequence, may cause them to be slower than disciplinary teams (Eigenbrode et al., 2007).",Be a Model Communicator: and Sell Your Models to Anyone,Peter Bonate,B00S39GI8I,,yellow,,location,797
"Trust is also important in business. Jim Burke, former CEO of Johnson and Johnson, said that “you can’t have success without trust.” A defining characteristic of high performance teams is trust - the members of the team trust each other. Patrick Lencioni, in his best-selling book The Five Dysfunctions of a Team (2002), puts trust as the bedrock upon which all other behaviors build. Forbes magazine has said that trust is the “new core of leadership” (Green, 4-3-2012).",Be a Model Communicator: and Sell Your Models to Anyone,Peter Bonate,B00S39GI8I,,yellow,,location,525
"Given the statement that tomorrow’s forecast calls for a “20% chance of rain,” only slightly more than half got the answer correct (“It will rain on 20% of the days like tomorrow”).",Be a Model Communicator: and Sell Your Models to Anyone,Peter Bonate,B00S39GI8I,,yellow,,location,468
"A conventional data warehouse is essentially a database that is used to store and analyze large amounts of data. It consists of three tightly integrated components: data tables, system tables, and a SQL query engine.",Big Data Analytics with Spark: A Practitioner's Guide to Using Spark for Large Scale Data Analysis,Mohammed Guller,B0157W4KIS,,yellow,,location,3231
